Filing_Jurisdiction,Filing_Year,Spender:id,Spender,Spender_Business_Classification:id,Spender_Business_Classification,Spender_Industry:id,Spender_Industry,Spender_Sector:id,Spender_Sector,Target:id,Target,Type_of_Target,Original_Target:id,Original_Target,Amount,Position:id,Position,Target_Payee:id,Target_Payee,MasterTransactionID,Candidate:id,Candidate,Election_Status,Type_of_Office:id,Type_of_Office,Status_of_Candidate:id,Status_of_Candidate,Incumbency_Status:id,Incumbency_Status
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",7182104,"COOK, BYRON",Candidate,12738676,"COOK, REP BYRON",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54021228,7182104,"COOK, BYRON",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6386773,"FLORES, KINO",Candidate,13269551,"FLORES, REP ISMAEL",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54021237,6386773,"FLORES, KINO",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6583410,"VAN ARSDALE, CORBIN",Candidate,17014561,"VAN ARSDALE, REP CORBIN",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54021238,6583410,"VAN ARSDALE, CORBIN",Lost-Primary,H,State House/Assembly,2,Lost,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6453512,"ESCOBAR, JUAN M",Candidate,10713241,"ESCOBAR, REP JUAN",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54021247,6453512,"ESCOBAR, JUAN M",Lost-Primary,H,State House/Assembly,2,Lost,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6469524,"HEFLIN, JOE",Candidate,17016418,"HEFLIN, REP JOE",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54022810,6469524,"HEFLIN, JOE",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6453545,"GONZALES, VERONICA",Candidate,12469166,"GONZALES, REP VERONICA",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54022811,6453545,"GONZALES, VERONICA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13006829,"OTTO, JOHN",Candidate,17016420,"OTTO, REP JOHN C",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54022819,13006829,"OTTO, JOHN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13006794,"HOMER, MARK STEVEN",Candidate,17016421,"HOMER, REP MARK S",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54022820,13006794,"HOMER, MARK STEVEN",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13006809,"HOPSON, CHARLES L (CHUCK)",Candidate,17016422,"HOPSON, REP CHARLES L",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54022828,13006809,"HOPSON, CHARLES L (CHUCK)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2008,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",6582884,"HAMILTON, MIKE (TUFFY)",Candidate,17011447,"HAMILTON, REP MIKE",350,5,Unknown,27326375,COOPERATIVE VIDEO SERVICES,54022829,6582884,"HAMILTON, MIKE (TUFFY)",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WA,2010,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",3427202,"BAKER, DAVID P",Candidate,91577,"BAKER, DAVID",350,5,Unknown,27323657,CHRIS STOW CONSULTING,53987221,3427202,"BAKER, DAVID P",Lost-General,S,State Senate,2,Lost,O,Open
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,157452,"CABALA, TANYA",Candidate,3427059,"CABALA, TANYA",349.39,3,Support,223155,INLAND PRESS,171929388,157452,"CABALA, TANYA",Lost-General,H,State House/Assembly,2,Lost,O,Open
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,6493850,"YBARRA, VICKIE",Candidate,5949022,"YBARRA, VICKIE",348.15,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977460,6493850,"YBARRA, VICKIE",Lost-General,H,State House/Assembly,2,Lost,O,Open
MA,2016,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,26372001,"NYMAN, KARA L",Candidate,17825874,"NYMAN, KARA",348,3,Support,7704,MASSACHUSETTS NURSES ASSOCIATION,148991502,26372001,"NYMAN, KARA L",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
CA,2012,18846,"PLANNED PARENTHOOD OF SANTA BARBARA, VENTURA & SAN LUIS OBISPO COUNTIES",224,Health care services,67,Health Services,8,Health,160620,"JACKSON, HANNAH-BETH",Candidate,17020943,"JACKSON, (I) HANNAH BETH",347.5,3,Support,27317382,NO PAYEE IDENTIFIED,54098175,160620,"JACKSON, HANNAH-BETH",Won-General,S,State Senate,1,Won,O,Open
MO,2010,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,3726977,"SMITH, CLEMENT (CLEM)",Candidate,17018673,CTTEE TO ELECT CLEM SMITH,346.5,3,Support,27317382,NO PAYEE IDENTIFIED,54056351,3726977,"SMITH, CLEMENT (CLEM)",Won-General,H,State House/Assembly,1,Won,O,Open
MA,2006,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,13001468,"WEBSTER, DANIEL K",Candidate,17019734,"WEBSTER, DANIEL K.",346.14,3,Support,27330428,SALTUS PRESS,54075609,13001468,"WEBSTER, DANIEL K",Won-General,H,State House/Assembly,1,Won,I,Incumbent
MA,2006,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,639935,"STANLEY, HARRIETT L",Candidate,2731183,"STANLEY, HARRIETT L.",346.14,3,Support,27330428,SALTUS PRESS,54075616,639935,"STANLEY, HARRIETT L",Won-General,H,State House/Assembly,1,Won,I,Incumbent
ME,2006,7637,MAINE MEDICAL ASSOCIATION,211,Physicians,65,Health Professionals,8,Health,6667218,"WALKER, ROBERT P",Candidate,17012797,"WALKER MD, ROBERT P",346,3,Support,27317290,COURIER GAZETTE,53948278,6667218,"WALKER, ROBERT P",Won-General,H,State House/Assembly,1,Won,O,Open
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,3133397,"BARLOW, DON A",Candidate,3378331,"BARLOW, DONALD",344.77,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977461,3133397,"BARLOW, DON A",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2008,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,6493618,"DRISCOLL, JOHN F",Candidate,538569,"DRISCOLL, JOHN",344.76,3,Support,9433568,PLANNED PARENTHOOD OF GREATER WASHINGTON & NORTH IDAHO,53977461,6493618,"DRISCOLL, JOHN F",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2014,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",1348234,"GLAZER, STEVEN",Candidate,7036923,"GLAZER, STEVE",343.48,3,Support,27317382,NO PAYEE IDENTIFIED,76519884,1348234,"GLAZER, STEVEN",Lost-Top Two Primary,H,State House/Assembly,2,Lost,O,Open
WI,2010,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,2802936,"KREITLOW, PATRICK J",Candidate,6197047,KREITLOW FOR SENATE,340.48,3,Support,27328116,DIGITAL EDGE COPY & PRINT,54040509,2802936,"KREITLOW, PATRICK J",Lost-General,S,State Senate,2,Lost,I,Incumbent
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3137249,"HOLPERIN, JIM",Candidate,6022239,"HOLPERIN, JIM",340,3,Support,27326988,MAREK GROUP,54074691,3137249,"HOLPERIN, JIM",Won-General,S,State Senate,1,Won,I,Incumbent
TX,2016,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",13009928,"LEHRMANN, DEBRA",Candidate,23910398,"LEHRMANN, HONORABLE DEBRA",339.77,5,Unknown,19462112,JASON'S DELI,137170624,13009928,"LEHRMANN, DEBRA",Won-General,J,State Supreme Court,1,Won,I,Incumbent
WA,2012,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,2912405,"INSLEE, JAY ROBERT",Candidate,5811899,"INSLEE, JAY",339.67,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,54111447,2912405,"INSLEE, JAY ROBERT",Won-General,G,Gubernatorial,1,Won,O,Open
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,24812046,"ISENHOWER, MATTHEW (MATT)",Candidate,16215274,"ISENHOWER, MATTHEW",339.46,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467405,24812046,"ISENHOWER, MATTHEW (MATT)",Lost-General,S,State Senate,2,Lost,C,Challenger
MA,2006,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,26227,"STRAUS, WILLIAM M",Candidate,2724668,"STRAUS, WILLIAM M.",339.12,3,Support,27330428,SALTUS PRESS,54075601,26227,"STRAUS, WILLIAM M",Won-General,H,State House/Assembly,1,Won,I,Incumbent
TX,2016,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",22216312,"LANDGRAF, BROOKS",Candidate,23221746,"LANDGRAF, REPRESENTATIVE BROOKS",339.03,5,Unknown,3627,FEDERAL EXPRESS / FEDEX,137170275,22216312,"LANDGRAF, BROOKS",Default Winner-General,H,State House/Assembly,9,Default Winner,I,Incumbent
CT,2008,6400,CONNECTICUT ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",12998262,"RUWET, ANNE L",Candidate,1102929,"RUWET, ANNE",339,3,Support,1823,NATIONAL ASSOCIATION OF REALTORS,54041450,12998262,"RUWET, ANNE L",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2014,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,24812035,"FLEETWOOD, SETH",Candidate,5874053,"FLEETWOOD, SETH",338.45,3,Support,18851,PLANNED PARENTHOOD AFFILIATES OF WA,80467377,24812035,"FLEETWOOD, SETH",Lost-General,S,State Senate,2,Lost,C,Challenger
MO,2014,18848,PLANNED PARENTHOOD OF THE ST LOUIS REGION & SOUTHWEST MISSOURI,224,Health care services,67,Health Services,8,Health,20400392,"ISAACSON, STEPHANIE",Candidate,13068692,"ISAACSON, STEPHANIE",338.18,3,Support,27317382,NO PAYEE IDENTIFIED,67827013,20400392,"ISAACSON, STEPHANIE",Lost-General,H,State House/Assembly,2,Lost,O,Open
CA,2008,4438,CALIFORNIA ASSOCIATION OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",778160,"CARTER, WILMER AMINA",Candidate,15256401,"CARTER, WILMER AMINA",338.14,3,Support,27317382,NO PAYEE IDENTIFIED,53964478,778160,"CARTER, WILMER AMINA",Won-General,H,State House/Assembly,1,Won,I,Incumbent
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,6513549,"DOYLE, STEVE",Candidate,3183649,"DOYLE, STEVE",337.67,3,Support,27332117,USPS POSTMASTER,54072113,6513549,"DOYLE, STEVE",Won-General,H,State House/Assembly,1,Won,O,Open
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,6699018,"LAUTZ, JOHN",Candidate,8378924,LAUTZ FOR ASSEMBLY,337.66,4,Oppose,27332117,USPS POSTMASTER,54072118,6699018,"LAUTZ, JOHN",Lost-General,H,State House/Assembly,2,Lost,O,Open
CA,2018,18820,PLANNED PARENTHOOD OF LOS ANGELES COUNTY CALIFORNIA,224,Health care services,67,Health Services,8,Health,347756,"SMITH, CHRISTY",Candidate,44523,"SMITH, CHRISTY",337.5,3,Support,27317382,NO PAYEE IDENTIFIED,170272685,347756,"SMITH, CHRISTY",Won-General,H,State House/Assembly,1,Won,C,Challenger
CA,2010,720,CREDIT UNION (UNIDENTIFIABLE),117,Credit unions,47,Credit Unions,6,"Finance, Insurance & Real Estate",6398747,"CORREA, LOU",Candidate,449271,"CORREA, LOU",336.88,3,Support,27317382,NO PAYEE IDENTIFIED,53972170,6398747,"CORREA, LOU",Won-General,S,State Senate,1,Won,I,Incumbent
CA,2010,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,6398747,"CORREA, LOU",Candidate,449271,"CORREA, LOU",336.86,3,Support,27317382,NO PAYEE IDENTIFIED,53972201,6398747,"CORREA, LOU",Won-General,S,State Senate,1,Won,I,Incumbent
CA,2010,3468,CALIFORNIA DENTAL ASSOCIATION,215,Dentists,65,Health Professionals,8,Health,6398747,"CORREA, LOU",Candidate,449271,"CORREA, LOU",336.86,3,Support,27317382,NO PAYEE IDENTIFIED,53972204,6398747,"CORREA, LOU",Won-General,S,State Senate,1,Won,I,Incumbent
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,45285966,"ONEIL, DAN",Candidate,17760310,"O'NEIL, DAN",335.84,3,Support,223155,INLAND PRESS,171929356,45285966,"ONEIL, DAN",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
MI,2018,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,23592728,"PAGE, JIM",Candidate,1231684,"PAGE, JIM",335.84,3,Support,223155,INLAND PRESS,171929401,23592728,"PAGE, JIM",Lost-General,S,State Senate,2,Lost,C,Challenger
WA,2012,18851,PLANNED PARENTHOOD AFFILIATES OF WA,224,Health care services,67,Health Services,8,Health,2918294,"MCKENNA, ROBERT M (ROB)",Candidate,848294,"MCKENNA, ROBERT",335.83,4,Oppose,18851,PLANNED PARENTHOOD AFFILIATES OF WA,54111823,2918294,"MCKENNA, ROBERT M (ROB)",Lost-General,G,Gubernatorial,2,Lost,O,Open
TX,2016,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",37969668,"HOLLAND, JUSTIN",Candidate,23221056,"HOLLAND, MR JUSTIN",334.77,5,Unknown,19462112,JASON'S DELI,137170625,37969668,"HOLLAND, JUSTIN",Won-General,H,State House/Assembly,1,Won,O,Open
MN,2014,18832,PLANNED PARENTHOOD MINNESOTA NORTH DAKOTA SOUTH DAKOTA,224,Health care services,67,Health Services,8,Health,1481007,"DAYTON, MARK",Candidate,17018116,"DAYTON, MARK B GOV. COMMITTEE",333.77,3,Support,421828,FACEBOOK.COM,79998240,1481007,"DAYTON, MARK & SMITH, TINA FLINT",Won-General,G,Gubernatorial,1,Won,I,Incumbent
TX,2018,4456,TEXAS REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",10238720,"FAIRCLOTH, WAYNE",Candidate,23910554,"FAIRCLOTH, REPRESENTATIVE WAYNE",333.2,5,Unknown,47802398,ACCESS,174440157,10238720,"FAIRCLOTH, WAYNE",Lost-Primary,H,State House/Assembly,2,Lost,I,Incumbent
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3287409,"HANSEN, DAVID N (DAVE)",Candidate,12862120,"HANSEN, DAVE N",333.16,3,Support,1511690,PRECISION COMMUNICATIONS,54074703,3287409,"HANSEN, DAVID N (DAVE)",Won-General,S,State Senate,1,Won,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2790634,"KOCHMAR, LINDA L",Candidate,5850772,"KOCHMAR, LINDA",333,3,Support,43567835,AMPLIFIED STRATEGIES,144625899,2790634,"KOCHMAR, LINDA L",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",3965598,"HICKEL, TERI H",Candidate,5878854,"HICKEL, TERI",333,3,Support,43567835,AMPLIFIED STRATEGIES,144625899,3965598,"HICKEL, TERI H",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2790634,"KOCHMAR, LINDA L",Candidate,5850772,"KOCHMAR, LINDA",333,3,Support,43567835,AMPLIFIED STRATEGIES,144625900,2790634,"KOCHMAR, LINDA L",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",3965598,"HICKEL, TERI H",Candidate,5878854,"HICKEL, TERI",333,3,Support,43567835,AMPLIFIED STRATEGIES,144625900,3965598,"HICKEL, TERI H",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2790634,"KOCHMAR, LINDA L",Candidate,5850772,"KOCHMAR, LINDA",333,3,Support,43567835,AMPLIFIED STRATEGIES,144625902,2790634,"KOCHMAR, LINDA L",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",3965598,"HICKEL, TERI H",Candidate,5878854,"HICKEL, TERI",333,3,Support,43567835,AMPLIFIED STRATEGIES,144625902,3965598,"HICKEL, TERI H",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",3965598,"HICKEL, TERI H",Candidate,5878854,"HICKEL, TERI",333,3,Support,43567835,AMPLIFIED STRATEGIES,148122672,3965598,"HICKEL, TERI H",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WA,2016,9414,WASHINGTON ASSOCIATON OF REALTORS,131,Real estate,51,Real Estate,6,"Finance, Insurance & Real Estate",2790634,"KOCHMAR, LINDA L",Candidate,5850772,"KOCHMAR, LINDA",333,3,Support,43567835,AMPLIFIED STRATEGIES,148122672,2790634,"KOCHMAR, LINDA L",Lost-General,H,State House/Assembly,2,Lost,I,Incumbent
WI,2011,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,2920065,"SHILLING, JENNIFER K",Candidate,3111307,"SHILLING, JENNIFER",333,3,Support,1511690,PRECISION COMMUNICATIONS,54074729,2920065,"SHILLING, JENNIFER K",Won-General,S,State Senate,1,Won,C,Challenger
MN,2014,18832,PLANNED PARENTHOOD MINNESOTA NORTH DAKOTA SOUTH DAKOTA,224,Health care services,67,Health Services,8,Health,1481007,"DAYTON, MARK",Candidate,17018116,"DAYTON, MARK B GOV. COMMITTEE",332.7,3,Support,421828,FACEBOOK.COM,79999475,1481007,"DAYTON, MARK & SMITH, TINA FLINT",Won-General,G,Gubernatorial,1,Won,I,Incumbent
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,320942,"SLAVENS, DIAN",Candidate,3231362,"SLAVENS, DIAN",332.5,3,Support,29523538,SQUARE ONE PHONES,126268522,320942,"SLAVENS, DIAN",Lost-General,S,State Senate,2,Lost,C,Challenger
MI,2014,18842,PLANNED PARENTHOOD FEDERATION OF AMERICA,224,Health care services,67,Health Services,8,Health,14675355,"PAGAN, KRISTINE (KRISTY)",Candidate,3453118,"PAGAN, KRISTY",332.5,3,Support,29523538,SQUARE ONE PHONES,126268523,14675355,"PAGAN, KRISTINE (KRISTY)",Won-General,H,State House/Assembly,1,Won,O,Open
WA,2006,3671538,CENTRAL WASHINGTON HOME BUILDERS ASSOCIATION,32,Residential construction,12,Home Builders,2,Construction,3506569,"ROSS, CHARLES R",Candidate,401250,"ROSS, CHARLES",331,3,Support,27318372,YAKIMA VALLEY PUBLISHING,53963621,3506569,"ROSS, CHARLES R",Won-General,H,State House/Assembly,1,Won,O,Open
WI,2012,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,3217675,"MOULTON, TERRY",Candidate,6079764,"MOULTON, TERRY",330.5,4,Oppose,27326988,MAREK GROUP,54103894,3217675,"MOULTON, TERRY",Won-General,S,State Senate,1,Won,I,Incumbent
MA,2016,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,511710,"LITALIEN, BARBARA",Candidate,14645195,"L'ITALIEN, BARBARA",330,3,Support,43512006,REYNOLDS DEWALT LLC,148991492,511710,"LITALIEN, BARBARA",Won-General,S,State Senate,1,Won,I,Incumbent
MA,2016,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,511710,"LITALIEN, BARBARA",Candidate,14645195,"L'ITALIEN, BARBARA",330,3,Support,43512006,REYNOLDS DEWALT LLC,148991498,511710,"LITALIEN, BARBARA",Won-General,S,State Senate,1,Won,I,Incumbent
MA,2016,7704,MASSACHUSETTS NURSES ASSOCIATION,218,Nurses,65,Health Professionals,8,Health,26372001,"NYMAN, KARA L",Candidate,17825874,"NYMAN, KARA",330,3,Support,43512006,REYNOLDS DEWALT LLC,148991500,26372001,"NYMAN, KARA L",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
TX,2016,8162063,DENBURY RESOURCES,85,Oil & gas,33,Oil & Gas,5,Energy & Natural Resources,13003681,"ROSENDALE SR, MATT",Candidate,8403464,"ROSENDALE, MATTHEW",330,5,Unknown,20535944,MATT ROSENDALE FOR MONTANA,137171565,13003681,"ROSENDALE SR, MATT",Won-General,O,Other Statewide,1,Won,O,Open
TX,2016,8162063,DENBURY RESOURCES,85,Oil & gas,33,Oil & Gas,5,Energy & Natural Resources,6635289,"STAPLETON, COREY M",Candidate,3767992,"STAPLETON, COREY",330,5,Unknown,41360281,COREY STAPLETON CAMPAIGN CMTE,137171591,6635289,"STAPLETON, COREY M",Won-General,O,Other Statewide,1,Won,O,Open
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,3404697,"LAWRENCE, ROBERT I",Candidate,783946,"LAWRENCE, BOB",329.78,3,Support,27318364,OUTSIDE THE BOX,53963602,3404697,"LAWRENCE, ROBERT I",Lost-General,H,State House/Assembly,2,Lost,C,Challenger
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,2611281,"ANDERSON, DONALD L",Candidate,24049,"ANDERSON, DON",329.78,3,Support,27318364,OUTSIDE THE BOX,53963602,2611281,"ANDERSON, DONALD L",Lost-General,H,State House/Assembly,2,Lost,O,Open
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,13007915,"NIXON, TOBY",Candidate,5876387,"NIXON, TOBY",329.78,3,Support,27318364,OUTSIDE THE BOX,53963602,13007915,"NIXON, TOBY",Lost-General,S,State Senate,2,Lost,O,Open
WA,2006,3266,BUILDING INDUSTRY ASSOCIATION OF WASHINGTON,29,Builders associations,11,General Contractors,2,Construction,6663367,"POSSINGER, JEFFERY K",Candidate,5947399,"POSSINGER, JEFFREY",329.78,3,Support,27318364,OUTSIDE THE BOX,53963602,6663367,"POSSINGER, JEFFERY K",Lost-General,H,State House/Assembly,2,Lost,O,Open
MT,2012,6237998,PLANNED PARENTHOOD OF MONTANA,224,Health care services,67,Health Services,8,Health,6659833,"ARNTZEN, ELSIE M",Candidate,17022838,"ARNTZEN, E",328.3,4,Oppose,10803738,GREENLIGHT MEDIA STRATEGIES,54118979,6659833,"ARNTZEN, ELSIE M",Won-General,S,State Senate,1,Won,C,Challenger
WI,2010,18823,PLANNED PARENTHOOD OF WISCONSIN,224,Health care services,67,Health Services,8,Health,6696468,"PETRYK, WARREN",Candidate,6137557,"PETRYK, WARREN",327.91,4,Oppose,679261,UNITED STATES POSTAL SERVICE,54035042,6696468,"PETRYK, WARREN",Won-General,H,State House/Assembly,1,Won,C,Challenger
